t,true_vol,est_vol_fast,est_vol_smooth,true_log_vol,est_log_vol_fast,est_log_vol_smooth,true_regime,est_regime_fast,est_regime_smooth,regime_confidence,surprise,entropy,vol_ratio,ess,detected,change_type
907,0.053529,0.065906,0.065906,-2.9275,-2.7195,-2.7195,1,2,2,0.406,1.5314,1.2628,1.3741,221.8,0,0
908,0.054546,0.059724,0.059724,-2.9087,-2.8180,-2.8180,1,2,2,0.417,3.6494,1.2806,1.3620,223.3,0,0
909,0.064772,0.068463,0.068463,-2.7369,-2.6815,-2.6815,1,2,2,0.442,0.9689,1.2432,1.3647,216.5,0,0
910,0.060874,0.064935,0.064935,-2.7990,-2.7344,-2.7344,1,2,2,0.434,0.7147,1.2630,1.3603,216.9,0,0
911,0.065461,0.059794,0.059794,-2.7263,-2.8169,-2.8169,1,2,2,0.413,1.1238,1.2844,1.3472,216.9,0,0
912,0.066087,0.062806,0.062806,-2.7168,-2.7677,-2.7677,1,2,2,0.424,0.6884,1.2694,1.3398,213.9,0,0
913,0.064700,0.059703,0.059703,-2.7380,-2.8184,-2.8184,1,2,2,0.390,0.7026,1.2872,1.3275,212.4,0,0
914,0.062749,0.066357,0.066357,-2.7686,-2.7127,-2.7127,1,2,2,0.406,0.8741,1.2733,1.3264,209.0,0,0
915,0.061721,0.061167,0.061167,-2.7851,-2.7941,-2.7941,1,2,2,0.390,1.3960,1.2948,1.3164,208.4,0,0
916,0.063144,0.056592,0.056592,-2.7623,-2.8719,-2.8719,1,2,2,0.362,0.9999,1.3051,1.2997,205.9,0,0
917,0.067444,0.081791,0.081791,-2.6965,-2.5036,-2.5036,1,2,2,0.435,2.2257,1.1947,1.3235,193.4,0,0
918,0.063259,0.095974,0.095974,-2.7605,-2.3437,-2.3437,1,2,2,0.446,1.2603,1.1430,1.3640,176.2,0,0
919,0.055915,0.088541,0.088541,-2.8839,-2.4243,-2.4243,1,2,2,0.421,2.9002,1.1958,1.3862,182.9,0,0
920,0.056004,0.083067,0.083067,-2.8823,-2.4881,-2.4881,1,2,2,0.410,0.7711,1.2192,1.3960,186.8,0,0
921,0.070919,0.077243,0.077243,-2.6462,-2.5608,-2.5608,1,2,2,0.411,0.8464,1.2356,1.3948,190.1,0,0
922,0.072754,0.079819,0.079819,-2.6207,-2.5280,-2.5280,1,2,2,0.421,0.6677,1.2324,1.3963,187.1,0,0
923,0.074888,0.087737,0.087737,-2.5918,-2.4334,-2.4334,1,2,2,0.458,6.9628,1.0844,1.4073,156.7,1,2
924,0.059887,0.078800,0.078800,-2.8153,-2.5408,-2.5408,1,2,2,0.467,4.3445,1.1083,1.4032,162.9,0,0
925,0.054269,0.074385,0.074385,-2.9138,-2.5985,-2.5985,1,2,2,0.428,0.6771,1.1545,1.3925,167.4,0,0
926,0.054257,0.069613,0.069613,-2.9140,-2.6648,-2.6648,1,2,2,0.448,0.7239,1.1696,1.3756,172.2,0,0
927,0.046012,0.062488,0.062488,-3.0788,-2.7728,-2.7728,1,2,2,0.425,1.3925,1.2140,1.3503,178.9,0,0
928,0.053570,0.067727,0.067727,-2.9268,-2.6923,-2.6923,1,2,2,0.429,0.7586,1.2004,1.3345,174.6,0,0
929,0.050817,0.064513,0.064513,-2.9795,-2.7409,-2.7409,1,2,2,0.436,0.6676,1.2496,1.3154,177.8,0,0
930,0.050998,0.060495,0.060495,-2.9760,-2.8052,-2.8052,1,2,2,0.416,0.7551,1.2744,1.2926,181.3,0,0
931,0.050814,0.058957,0.058957,-2.9796,-2.8309,-2.8309,1,2,2,0.401,0.6189,1.2798,1.2697,182.3,0,0
932,0.046495,0.053260,0.053260,-3.0684,-2.9326,-2.9326,1,2,2,0.384,2.1276,1.2942,1.2412,185.8,0,0
933,0.042910,0.059121,0.059121,-3.1487,-2.8282,-2.8282,1,2,2,0.443,6.8292,1.1760,1.2236,161.2,1,2
934,0.047820,0.053036,0.053036,-3.0403,-2.9368,-2.9368,1,2,2,0.455,1.2123,1.1957,1.1993,168.8,0,0
935,0.047230,0.048948,0.048948,-3.0527,-3.0170,-3.0170,1,2,2,0.430,0.8116,1.2279,1.1716,174.5,0,0
936,0.042143,0.044325,0.044325,-3.1667,-3.1162,-3.1162,1,2,2,0.418,1.0311,1.2482,1.1403,180.2,0,0
937,0.041278,0.040448,0.040448,-3.1874,-3.2077,-3.2077,1,2,2,0.402,0.9317,1.2681,1.1066,184.6,0,0
938,0.050474,0.036022,0.036022,-2.9863,-3.3236,-3.3236,1,2,2,0.360,1.4049,1.2903,1.0699,187.5,0,0
939,0.043721,0.039546,0.039546,-3.1299,-3.2303,-3.2303,1,2,2,0.403,0.7291,1.2752,1.0423,187.1,0,0
940,0.047592,0.041192,0.041192,-3.0451,-3.1895,-3.1895,1,2,2,0.437,0.6433,1.2586,1.0200,186.2,0,0
941,0.038352,0.037663,0.037663,-3.2610,-3.2791,-3.2791,1,2,2,0.385,2.9262,1.3031,0.9949,189.5,0,0
942,0.027344,0.037808,0.037808,-3.5993,-3.2752,-3.2752,1,2,2,0.370,0.6088,1.3018,0.9727,189.8,0,0
943,0.028529,0.040128,0.040128,-3.5568,-3.2157,-3.2157,1,2,2,0.374,0.6849,1.2929,0.9565,188.2,0,0
944,0.033234,0.038589,0.038589,-3.4042,-3.2548,-3.2548,1,2,2,0.390,0.6778,1.2908,0.9397,189.5,0,0
945,0.033291,0.044185,0.044185,-3.4025,-3.1194,-3.1194,1,2,2,0.414,0.9738,1.2647,0.9337,183.6,0,0
946,0.035112,0.041064,0.041064,-3.3492,-3.1926,-3.1926,1,2,2,0.392,1.5943,1.2959,0.9236,187.1,0,0
947,0.033889,0.053579,0.053579,-3.3847,-2.9266,-2.9266,1,2,2,0.452,1.7396,1.2091,0.9345,167.1,0,0
948,0.032926,0.050144,0.050144,-3.4135,-2.9929,-2.9929,1,2,2,0.435,1.3796,1.2321,0.9389,174.0,0,0
949,0.035854,0.048454,0.048454,-3.3283,-3.0271,-3.0271,1,2,2,0.453,0.6437,1.2374,0.9402,176.8,0,0
950,0.035932,0.050244,0.050244,-3.3261,-2.9909,-2.9909,1,2,2,0.461,0.6554,1.2213,0.9443,174.0,0,0
951,0.029694,0.055257,0.055257,-3.5168,-2.8958,-2.8958,1,2,2,0.495,0.8729,1.1814,0.9559,166.3,0,0
952,0.032638,0.051737,0.051737,-3.4223,-2.9616,-2.9616,1,2,2,0.483,1.0718,1.1982,0.9607,171.0,0,0
953,0.027826,0.047692,0.047692,-3.5818,-3.0430,-3.0430,1,2,2,0.455,1.6315,1.2250,0.9586,175.1,0,0
954,0.030218,0.044696,0.044696,-3.4993,-3.1079,-3.1079,1,2,2,0.433,0.8441,1.2510,0.9522,177.0,0,0
955,0.034522,0.040869,0.040869,-3.3662,-3.1974,-3.1974,1,2,2,0.391,1.4061,1.2810,0.9405,178.5,0,0
956,0.036910,0.043434,0.043434,-3.2993,-3.1365,-3.1365,1,2,2,0.379,0.6983,1.2919,0.9342,175.4,0,0
957,0.030040,0.041285,0.041285,-3.5052,-3.1872,-3.1872,1,2,2,0.357,0.7297,1.3272,0.9254,174.6,0,0
958,0.027977,0.038532,0.038532,-3.5764,-3.2563,-3.2563,1,2,2,0.370,0.9112,1.3249,0.9132,172.6,0,0
959,0.028249,0.036598,0.036598,-3.5667,-3.3078,-3.3078,1,2,2,0.335,0.7257,1.3403,0.8993,169.2,0,0
960,0.030296,0.033526,0.033526,-3.4968,-3.3954,-3.3954,1,1,1,0.330,1.2527,1.3433,0.8820,163.1,1,1
961,0.033407,0.030206,0.030206,-3.3990,-3.4997,-3.4997,1,1,1,0.350,2.3341,1.3343,0.8611,154.3,0,0
962,0.032556,0.026990,0.026990,-3.4248,-3.6123,-3.6123,1,1,1,0.349,2.9005,1.3321,0.8372,143.6,0,0
963,0.034941,0.041943,0.041943,-3.3541,-3.1715,-3.1715,1,1,1,0.344,2.2201,1.3199,0.8414,171.9,0,0
964,0.039031,0.044157,0.044157,-3.2434,-3.1200,-3.1200,1,1,1,0.338,0.6822,1.3094,0.8492,170.3,0,0
965,0.041783,0.042231,0.042231,-3.1753,-3.1646,-3.1646,1,1,1,0.361,0.7205,1.3098,0.8532,169.7,0,0
966,0.045940,0.052262,0.052262,-3.0804,-2.9515,-2.9515,1,2,2,0.353,1.4195,1.2592,0.8739,162.2,1,1
967,0.043506,0.051582,0.051582,-3.1349,-2.9646,-2.9646,1,1,1,0.348,0.5902,1.2598,0.8913,162.9,1,1
968,0.061254,0.048419,0.048419,-2.7927,-3.0279,-3.0279,1,1,1,0.384,0.9474,1.2715,0.9016,165.1,0,0
969,0.060641,0.050261,0.050261,-2.8028,-2.9905,-2.9905,1,1,1,0.362,0.6584,1.2876,0.9139,163.0,0,0
970,0.050679,0.048906,0.048906,-2.9822,-3.0178,-3.0178,1,1,1,0.362,0.6162,1.3116,0.9226,162.8,0,0
971,0.059472,0.046208,0.046208,-2.8222,-3.0746,-3.0746,1,1,1,0.364,0.7673,1.3226,0.9260,162.3,0,0
972,0.061391,0.056187,0.056187,-2.7905,-2.8791,-2.8791,1,2,2,0.348,1.2995,1.2926,0.9457,156.2,1,1
973,0.067287,0.059230,0.059230,-2.6988,-2.8263,-2.8263,1,2,2,0.376,0.7231,1.2778,0.9682,152.7,0,0
974,0.059255,0.065260,0.065260,-2.8259,-2.7294,-2.7294,1,2,2,0.390,0.9189,1.2470,0.9976,144.9,0,0
975,0.047483,0.060613,0.060613,-3.0474,-2.8033,-2.8033,1,2,2,0.383,1.2945,1.2847,1.0159,150.0,0,0
976,0.048137,0.055518,0.055518,-3.0337,-2.8911,-2.8911,1,2,2,0.354,3.7567,1.2953,1.0236,153.3,0,0
977,0.051854,0.053584,0.053584,-2.9593,-2.9265,-2.9265,1,2,2,0.348,0.6305,1.3057,1.0273,153.5,0,0
978,0.050948,0.056562,0.056562,-2.9770,-2.8724,-2.8724,1,2,2,0.365,0.7100,1.2876,1.0353,151.0,0,0
979,0.062660,0.061393,0.061393,-2.7700,-2.7905,-2.7905,1,2,2,0.385,6.0816,1.2082,1.0497,136.2,1,2
980,0.047118,0.054877,0.054877,-3.0551,-2.9027,-2.9027,1,2,2,0.386,1.5183,1.2490,1.0521,142.8,0,0
981,0.054505,0.049742,0.049742,-2.9095,-3.0009,-3.0009,1,2,2,0.363,1.0521,1.2828,1.0460,147.2,0,0
982,0.050074,0.075113,0.075113,-2.9943,-2.5888,-2.5888,1,2,2,0.419,2.2939,1.1619,1.0800,117.4,0,0
983,0.039406,0.075216,0.075216,-3.2338,-2.5874,-2.5874,1,2,2,0.436,0.6145,1.1984,1.1094,255.0,0,0
984,0.037395,0.075361,0.075361,-3.2862,-2.5855,-2.5855,1,2,2,0.416,0.6058,1.1990,1.1348,254.1,0,0
985,0.040314,0.068862,0.068862,-3.2111,-2.6757,-2.6757,1,2,2,0.390,1.5640,1.2485,1.1467,251.7,0,0
986,0.033152,0.063035,0.063035,-3.4067,-2.7641,-2.7641,1,2,2,0.381,1.1240,1.2769,1.1482,244.9,0,0
987,0.026873,0.057142,0.057142,-3.6166,-2.8622,-2.8622,1,2,2,0.350,1.2917,1.3053,1.1405,233.6,0,0
988,0.024036,0.052857,0.052857,-3.7282,-2.9402,-2.9402,1,2,2,0.348,0.8714,1.3200,1.1271,221.5,0,0
989,0.021223,0.047196,0.047196,-3.8527,-3.0535,-3.0535,1,2,2,0.332,1.8706,1.3339,1.1066,202.5,0,0
990,0.018265,0.041760,0.041760,-4.0028,-3.1758,-3.1758,1,1,1,0.350,1.8871,1.3448,1.0801,179.2,1,1
991,0.013313,0.037120,0.037120,-4.3190,-3.2936,-3.2936,1,1,1,0.350,1.2906,1.3483,1.0493,154.7,0,0
992,0.013881,0.033555,0.033555,-4.2772,-3.3946,-3.3946,1,1,1,0.372,1.0092,1.3309,1.0163,133.0,0,0
993,0.011563,0.028133,0.028133,-4.4599,-3.5708,-3.5708,1,1,1,0.349,6.7561,1.3346,0.9782,105.9,1,2
994,0.013783,0.026668,0.026668,-4.2844,-3.6243,-3.6243,1,1,1,0.346,0.7068,1.3135,0.9417,254.8,0,0
995,0.017405,0.024563,0.024563,-4.0510,-3.7065,-3.7065,1,0,0,0.357,0.8321,1.3036,0.9055,249.6,1,1
996,0.020348,0.021894,0.021894,-3.8948,-3.8215,-3.8215,1,0,0,0.383,1.2869,1.2939,0.8685,237.6,0,0
997,0.023388,0.019267,0.019267,-3.7555,-3.9493,-3.9493,1,0,0,0.410,1.6782,1.2789,0.8307,219.9,0,0
998,0.022914,0.016989,0.016989,-3.7760,-4.0752,-4.0752,1,0,0,0.436,1.4247,1.2658,0.7928,199.5,0,0
999,0.028202,0.031215,0.031215,-3.5684,-3.4669,-3.4669,1,1,1,0.315,2.8477,1.3656,0.7838,246.6,1,1
1000,0.026968,0.028924,0.028924,-3.6131,-3.5431,-3.5431,2,1,1,0.312,0.9642,1.3495,0.7720,250.3,0,0
1001,0.024505,0.026341,0.026341,-3.7089,-3.6366,-3.6366,2,1,1,0.321,1.2660,1.3423,0.7570,250.0,0,0
1002,0.025825,0.023451,0.023451,-3.6564,-3.7529,-3.7529,2,0,0,0.339,3.9115,1.3299,0.7386,242.9,1,1
1003,0.031493,0.031923,0.031923,-3.4580,-3.4444,-3.4444,2,1,1,0.335,1.4965,1.3566,0.7379,244.3,1,1
1004,0.033710,0.032173,0.032173,-3.3900,-3.4366,-3.4366,2,1,1,0.321,0.5954,1.3576,0.7382,244.9,0,0
1005,0.037467,0.035923,0.035923,-3.2843,-3.3264,-3.3264,2,1,1,0.305,0.8935,1.3668,0.7457,233.8,0,0
1006,0.041333,0.038663,0.038663,-3.1861,-3.2529,-3.2529,2,2,2,0.303,0.7719,1.3623,0.7579,223.7,1,1
1007,0.037856,0.035928,0.035928,-3.2740,-3.3263,-3.3263,2,1,1,0.352,1.2680,1.3479,0.7641,235.1,1,1
1008,0.042624,0.033001,0.033001,-3.1553,-3.4112,-3.4112,2,1,1,0.355,1.8189,1.3438,0.7645,242.9,0,0
1009,0.043635,0.052191,0.052191,-3.1319,-2.9528,-2.9528,2,2,2,0.380,2.8778,1.2642,0.8010,163.0,1,1
1010,0.047291,0.047809,0.047809,-3.0514,-3.0405,-3.0405,2,2,2,0.376,2.0400,1.3003,0.8254,181.6,0,0
1011,0.050773,0.046515,0.046515,-2.9804,-3.0680,-3.0680,2,2,2,0.363,0.6051,1.3089,0.8449,187.8,0,0
1012,0.053284,0.044981,0.044981,-2.9321,-3.1015,-3.1015,2,2,2,0.358,0.6137,1.3048,0.8596,194.2,0,0
1013,0.066201,0.058864,0.058864,-2.7151,-2.8325,-2.8325,2,2,2,0.423,1.7604,1.2224,0.8980,148.9,0,0
1014,0.078862,0.062855,0.062855,-2.5401,-2.7669,-2.7669,2,2,2,0.438,0.8246,1.2019,0.9387,139.2,0,0
1015,0.090246,0.059416,0.059416,-2.4052,-2.8232,-2.8232,2,2,2,0.415,0.7032,1.2209,0.9683,147.8,0,0
1016,0.089124,0.062249,0.062249,-2.4177,-2.7766,-2.7766,2,2,2,0.409,0.7385,1.2088,0.9991,142.2,0,0
1017,0.085544,0.064953,0.064953,-2.4587,-2.7341,-2.7341,2,2,2,0.429,0.7318,1.2157,1.0304,137.1,0,0
1018,0.075789,0.064097,0.064097,-2.5798,-2.7474,-2.7474,2,2,2,0.444,0.5903,1.2122,1.0561,138.7,0,0
1019,0.102463,0.068611,0.068611,-2.2783,-2.6793,-2.6793,2,2,2,0.432,0.8388,1.2018,1.0857,131.3,0,0
1020,0.105358,0.066225,0.066225,-2.2504,-2.7147,-2.7147,2,2,2,0.412,0.6006,1.2186,1.1073,134.7,0,0
1021,0.106968,0.065888,0.065888,-2.2352,-2.7198,-2.7198,2,2,2,0.410,0.6036,1.2241,1.1252,134.9,0,0
1022,0.132240,0.060772,0.060772,-2.0231,-2.8006,-2.8006,2,2,2,0.403,1.0695,1.2356,1.1323,140.8,0,0
1023,0.132920,0.095206,0.095206,-2.0180,-2.3517,-2.3517,2,2,2,0.444,3.2973,1.0930,1.1918,99.0,0,0
1024,0.131777,0.088439,0.088439,-2.0266,-2.4254,-2.4254,2,2,2,0.427,7.8944,1.1924,1.2315,254.8,1,2
1025,0.135868,0.085058,0.085058,-1.9961,-2.4644,-2.4644,2,2,2,0.438,0.6726,1.2112,1.2597,253.9,0,0
1026,0.142465,0.091096,0.091096,-1.9487,-2.3958,-2.3958,2,2,2,0.459,0.6987,1.1758,1.2918,253.3,0,0
1027,0.140340,0.083809,0.083809,-1.9637,-2.4792,-2.4792,2,2,2,0.443,1.0407,1.2172,1.3079,251.7,0,0
1028,0.119780,0.100336,0.100336,-2.1221,-2.2992,-2.2992,2,2,2,0.476,1.1102,1.1321,1.3436,248.3,0,0
1029,0.090785,0.094498,0.094498,-2.3993,-2.3592,-2.3592,2,2,2,0.463,0.7680,1.1635,1.3650,249.1,0,0
1030,0.103068,0.085688,0.085688,-2.2724,-2.4570,-2.4570,2,2,2,0.444,1.9167,1.2151,1.3704,248.2,0,0
1031,0.099544,0.101066,0.101066,-2.3072,-2.2920,-2.2920,2,2,2,0.440,1.0714,1.1873,1.3939,245.5,0,0
1032,0.095677,0.110116,0.110116,-2.3468,-2.2062,-2.2062,2,2,2,0.457,0.8302,1.1635,1.4239,240.9,0,0
1033,0.098973,0.102599,0.102599,-2.3129,-2.2769,-2.2769,2,2,2,0.461,0.8917,1.1941,1.4386,243.0,0,0
1034,0.100656,0.102502,0.102502,-2.2961,-2.2779,-2.2779,2,2,2,0.429,0.6077,1.2184,1.4495,241.9,0,0
1035,0.133894,0.115876,0.115876,-2.0107,-2.1552,-2.1552,2,2,2,0.427,0.9797,1.1851,1.4731,235.3,0,0
1036,0.129012,0.111769,0.111769,-2.0479,-2.1913,-2.1913,2,2,2,0.440,0.6157,1.2056,1.4866,236.3,0,0
1037,0.136717,0.117223,0.117223,-1.9898,-2.1437,-2.1437,2,2,2,0.459,0.7145,1.1787,1.5025,232.3,0,0
1038,0.110356,0.147215,0.147215,-2.2040,-1.9159,-1.9159,2,2,2,0.446,1.6454,1.1028,1.5470,206.4,0,0
1039,0.105073,0.135083,0.135083,-2.2531,-2.0019,-2.0019,2,2,2,0.439,1.6418,1.1544,1.5690,215.5,0,0
1040,0.079498,0.127140,0.127140,-2.5320,-2.0625,-2.0625,2,2,2,0.453,0.6951,1.1747,1.5772,220.1,0,0
1041,0.106710,0.137991,0.137991,-2.2376,-1.9806,-1.9806,2,2,2,0.464,0.8552,1.1593,1.5928,211.0,0,0
1042,0.111314,0.128452,0.128452,-2.1954,-2.0522,-2.0522,2,2,2,0.476,0.7906,1.1709,1.5943,216.0,0,0
1043,0.096935,0.115856,0.115856,-2.3337,-2.1554,-2.1554,2,2,2,0.466,2.1209,1.1956,1.5812,221.3,0,0
1044,0.088285,0.135353,0.135353,-2.4272,-1.9999,-1.9999,2,2,2,0.508,1.1388,1.1382,1.5868,208.9,0,0
1045,0.086635,0.152609,0.152609,-2.4461,-1.8799,-1.8799,2,2,2,0.515,1.0801,1.1127,1.6055,195.2,0,0
1046,0.115840,0.140877,0.140877,-2.1555,-1.9599,-1.9599,2,2,2,0.482,0.9934,1.1594,1.6081,201.4,0,0
1047,0.148209,0.133648,0.133648,-1.9091,-2.0125,-2.0125,2,2,2,0.492,0.6419,1.1642,1.6016,204.1,0,0
1048,0.145866,0.122238,0.122238,-1.9251,-2.1018,-2.1018,2,2,2,0.480,1.0100,1.1735,1.5837,208.3,0,0
1049,0.155165,0.138031,0.138031,-1.8633,-1.9803,-1.9803,2,2,2,0.468,1.0007,1.1590,1.5805,198.9,0,0
1050,0.168773,0.178483,0.178483,-1.7792,-1.7233,-1.7233,2,2,2,0.477,1.8940,1.0338,1.6104,171.5,0,0
1051,0.159835,0.166898,0.166898,-1.8336,-1.7904,-1.7904,2,2,2,0.498,0.7657,1.0676,1.6233,176.9,0,0
1052,0.164075,0.168057,0.168057,-1.8074,-1.7835,-1.7835,2,2,2,0.489,0.6462,1.0891,1.6326,174.7,0,0
1053,0.191542,0.153350,0.153350,-1.6526,-1.8750,-1.8750,2,2,2,0.481,1.1268,1.1295,1.6263,180.8,0,0
1054,0.148968,0.138726,0.138726,-1.9040,-1.9753,-1.9753,2,2,2,0.492,1.1758,1.1523,1.6072,186.5,0,0
1055,0.129338,0.124266,0.124266,-2.0453,-2.0853,-2.0853,2,2,2,0.472,1.3414,1.1787,1.5773,191.6,0,0
1056,0.116293,0.118108,0.118108,-2.1516,-2.1362,-2.1362,2,2,2,0.433,0.6408,1.2055,1.5449,192.9,0,0
1057,0.126680,0.129619,0.129619,-2.0661,-2.0432,-2.0432,2,2,2,0.435,0.8637,1.1820,1.5244,187.0,0,0
1058,0.094330,0.122479,0.122479,-2.3610,-2.0998,-2.0998,2,2,2,0.433,0.6581,1.2010,1.4995,188.3,0,0
1059,0.092865,0.130946,0.130946,-2.3766,-2.0330,-2.0330,2,2,2,0.430,0.8016,1.2004,1.4832,183.9,0,0
1060,0.081450,0.120092,0.120092,-2.5078,-2.1195,-2.1195,2,2,2,0.424,1.0315,1.2109,1.4591,185.8,0,0
1061,0.080237,0.127969,0.127969,-2.5228,-2.0560,-2.0560,2,2,2,0.456,0.7897,1.1735,1.4432,182.1,0,0
1062,0.094510,0.117182,0.117182,-2.3591,-2.1440,-2.1440,2,2,2,0.456,1.1093,1.1874,1.4197,183.3,0,0
1063,0.112310,0.105341,0.105341,-2.1865,-2.2505,-2.2505,2,2,2,0.429,2.5337,1.2141,1.3888,183.8,0,0
1064,0.118389,0.132857,0.132857,-2.1338,-2.0185,-2.0185,2,2,2,0.450,1.5308,1.1716,1.3825,177.1,0,0
1065,0.146686,0.183467,0.183467,-1.9195,-1.6957,-1.6957,2,2,2,0.460,2.4963,1.0601,1.4148,150.0,0,0
1066,0.184424,0.168833,0.168833,-1.6905,-1.7788,-1.7788,2,2,2,0.466,1.2093,1.0893,1.4298,156.7,0,0
1067,0.192657,0.158438,0.158438,-1.6468,-1.8424,-1.8424,2,2,2,0.436,0.6828,1.1241,1.4335,160.4,0,0
1068,0.215405,0.142635,0.142635,-1.5352,-1.9475,-1.9475,2,2,2,0.396,1.8875,1.1639,1.4238,165.5,0,0
1069,0.202460,0.155733,0.155733,-1.5972,-1.8596,-1.8596,2,2,2,0.411,0.8958,1.1385,1.4237,159.3,0,0
1070,0.170509,0.143102,0.143102,-1.7690,-1.9442,-1.9442,2,2,2,0.398,0.8840,1.1647,1.4132,162.4,0,0
1071,0.141186,0.166257,0.166257,-1.9577,-1.7942,-1.7942,2,2,2,0.410,1.2075,1.1355,1.4194,153.0,0,0
1072,0.177250,0.163291,0.163291,-1.7302,-1.8122,-1.8122,2,2,2,0.438,0.5997,1.1383,1.4212,152.7,0,0
1073,0.148815,0.149593,0.149593,-1.9051,-1.8998,-1.8998,2,2,2,0.450,0.9847,1.1468,1.4121,155.5,0,0
1074,0.128059,0.137674,0.137674,-2.0553,-1.9829,-1.9829,2,2,2,0.429,0.8248,1.1897,1.3947,157.2,0,0
1075,0.108918,0.122966,0.122966,-2.2172,-2.0958,-2.0958,2,2,2,0.427,2.8838,1.2022,1.3683,159.0,0,0
1076,0.099377,0.114040,0.114040,-2.3088,-2.1712,-2.1712,2,2,2,0.443,0.7258,1.1918,1.3382,158.9,0,0
1077,0.102161,0.130375,0.130375,-2.2812,-2.0373,-2.0373,2,2,2,0.414,1.0274,1.2219,1.3224,155.2,0,0
1078,0.085569,0.119027,0.119027,-2.4584,-2.1284,-2.1284,2,2,2,0.389,1.0979,1.2503,1.2998,155.4,0,0
1079,0.081048,0.106599,0.106599,-2.5127,-2.2387,-2.2387,2,2,2,0.369,2.4351,1.2590,1.2706,155.0,0,0
1080,0.071095,0.095273,0.095273,-2.6437,-2.3510,-2.3510,2,2,2,0.370,1.4341,1.2860,1.2363,153.4,0,0
1081,0.080328,0.085880,0.085880,-2.5216,-2.4548,-2.4548,2,2,2,0.371,1.0282,1.2875,1.1986,150.6,0,0
1082,0.064940,0.085678,0.085678,-2.7343,-2.4572,-2.4572,2,1,1,0.363,0.6247,1.2891,1.1647,149.0,1,1
1083,0.057479,0.081800,0.081800,-2.8563,-2.5035,-2.5035,2,1,1,0.368,0.6433,1.3000,1.1314,146.2,0,0
1084,0.041987,0.078841,0.078841,-3.1704,-2.5403,-2.5403,2,1,1,0.376,0.6247,1.2935,1.0993,143.5,0,0
1085,0.040342,0.077530,0.077530,-3.2104,-2.5571,-2.5571,2,1,1,0.362,0.6064,1.2887,1.0696,141.7,0,0
1086,0.047630,0.069915,0.069915,-3.0443,-2.6605,-2.6605,2,1,1,0.373,1.7218,1.2959,1.0371,134.9,0,0
1087,0.048803,0.062361,0.062361,-3.0200,-2.7748,-2.7748,2,1,1,0.366,2.9055,1.3137,1.0022,127.0,0,0
1088,0.053758,0.059803,0.059803,-2.9233,-2.8167,-2.8167,2,1,1,0.374,0.6482,1.3088,0.9688,255.5,0,0
1089,0.052721,0.059655,0.059655,-2.9427,-2.8192,-2.8192,2,1,1,0.361,0.6121,1.3236,0.9388,255.1,0,0
1090,0.066263,0.060039,0.060039,-2.7141,-2.8128,-2.8128,2,1,1,0.359,0.6118,1.3247,0.9122,254.6,0,0
1091,0.078942,0.069886,0.069886,-2.5390,-2.6609,-2.6609,2,1,1,0.356,1.0892,1.3290,0.8968,250.2,0,0
1092,0.072334,0.063996,0.063996,-2.6265,-2.7489,-2.7489,2,1,1,0.362,4.0617,1.3318,0.8782,253.2,0,0
1093,0.089639,0.079563,0.079563,-2.4120,-2.5312,-2.5312,2,2,2,0.389,1.4937,1.2933,0.8750,232.4,1,1
1094,0.076818,0.073652,0.073652,-2.5663,-2.6084,-2.6084,2,2,2,0.357,1.1972,1.3052,0.8672,241.3,0,0
1095,0.090262,0.074629,0.074629,-2.4050,-2.5952,-2.5952,2,2,2,0.363,0.6212,1.3055,0.8614,238.8,0,0
1096,0.073230,0.068159,0.068159,-2.6142,-2.6859,-2.6859,2,1,1,0.358,3.0394,1.3086,0.8508,245.1,1,1
1097,0.067797,0.063861,0.063861,-2.6912,-2.7510,-2.7510,2,1,1,0.366,0.7511,1.3075,0.8379,247.0,0,0
1098,0.060488,0.060480,0.060480,-2.8053,-2.8054,-2.8054,2,1,1,0.354,0.6811,1.3084,0.8235,246.7,0,0
1099,0.083595,0.061712,0.061712,-2.4818,-2.7853,-2.7853,2,1,1,0.373,0.6321,1.2990,0.8120,244.3,0,0
1100,0.083129,0.069912,0.069912,-2.4874,-2.6605,-2.6605,2,1,1,0.362,0.9925,1.2945,0.8093,237.3,0,0
1101,0.095822,0.093698,0.093698,-2.3453,-2.3677,-2.3677,2,2,2,0.428,2.1839,1.2362,0.8286,193.2,1,1
1102,0.106559,0.094226,0.094226,-2.2391,-2.3621,-2.3621,2,2,2,0.415,0.6103,1.2498,0.8463,190.9,0,0
1103,0.124015,0.121856,0.121856,-2.0874,-2.1049,-2.1049,2,2,2,0.418,2.1636,1.1419,0.8866,138.5,0,0
1104,0.132815,0.136367,0.136367,-2.0188,-1.9924,-1.9924,2,2,2,0.416,1.2501,1.0950,0.9344,118.3,0,0
1105,0.151906,0.137690,0.137690,-1.8845,-1.9828,-1.9828,2,2,2,0.427,0.6235,1.1408,0.9772,253.1,0,0
1106,0.201910,0.149274,0.149274,-1.5999,-1.9020,-1.9020,2,2,2,0.429,0.8394,1.0977,1.0239,247.1,0,0
1107,0.198216,0.139875,0.139875,-1.6184,-1.9670,-1.9670,2,2,2,0.444,0.8217,1.1287,1.0565,250.0,0,0
1108,0.169970,0.127271,0.127271,-1.7721,-2.0614,-2.0614,2,2,2,0.461,1.6949,1.1604,1.0745,250.7,0,0
