t,true_vol,est_vol_fast,est_vol_smooth,true_log_vol,est_log_vol_fast,est_log_vol_smooth,true_regime,est_regime_fast,est_regime_smooth,regime_confidence,surprise,entropy,vol_ratio,ess,detected,change_type
2430,0.035119,0.027161,0.027161,-3.3490,-3.6060,-3.6060,2,1,1,0.390,1.4088,1.2764,0.7739,200.1,1,1
2431,0.030675,0.030082,0.030082,-3.4843,-3.5038,-3.5038,2,1,1,0.374,0.8763,1.3048,0.7909,198.2,0,0
2432,0.028902,0.029098,0.029098,-3.5439,-3.5371,-3.5371,2,1,1,0.387,0.6988,1.2809,0.8038,197.9,0,0
2433,0.031013,0.029907,0.029907,-3.4733,-3.5097,-3.5097,2,1,1,0.386,0.6115,1.2822,0.8176,195.7,0,0
2434,0.040367,0.029317,0.029317,-3.2097,-3.5296,-3.5296,2,1,1,0.400,0.6178,1.2680,0.8287,194.8,0,0
2435,0.036648,0.027190,0.027190,-3.3064,-3.6049,-3.6049,2,1,1,0.383,2.3356,1.2627,0.8332,193.9,0,0
2436,0.042254,0.025187,0.025187,-3.1641,-3.6814,-3.6814,2,1,1,0.371,1.2207,1.2305,0.8323,190.7,0,0
2437,0.043077,0.023011,0.023011,-3.1448,-3.7718,-3.7718,2,0,0,0.389,1.5009,1.2149,0.8260,184.7,1,1
2438,0.038513,0.028468,0.028468,-3.2568,-3.5590,-3.5590,2,1,1,0.359,1.1335,1.2872,0.8351,187.8,1,1
2439,0.041415,0.026460,0.026460,-3.1841,-3.6321,-3.6321,2,1,1,0.347,1.5620,1.2748,0.8382,185.6,0,0
2440,0.033284,0.026394,0.026394,-3.4027,-3.6346,-3.6346,2,1,1,0.368,0.6048,1.2581,0.8410,183.3,0,0
2441,0.029702,0.028237,0.028237,-3.5165,-3.5671,-3.5671,2,1,1,0.403,0.6976,1.2587,0.8487,182.2,0,0
2442,0.022585,0.028243,0.028243,-3.7904,-3.5669,-3.5669,2,1,1,0.406,0.5932,1.2534,0.8557,180.4,0,0
2443,0.020510,0.027332,0.027332,-3.8868,-3.5997,-3.5997,2,1,1,0.427,0.6683,1.2359,0.8598,178.3,0,0
2444,0.021636,0.032606,0.032606,-3.8334,-3.4233,-3.4233,2,1,1,0.398,1.1672,1.2894,0.8777,174.4,0,0
2445,0.024252,0.032926,0.032926,-3.7193,-3.4135,-3.4135,2,1,1,0.404,0.5845,1.2756,0.8945,172.9,0,0
2446,0.022452,0.030158,0.030158,-3.7964,-3.5013,-3.5013,2,1,1,0.401,6.5067,1.2715,0.9023,174.8,1,2
2447,0.020786,0.027933,0.027933,-3.8735,-3.5779,-3.5779,2,1,1,0.400,1.5795,1.2645,0.9035,175.7,0,0
2448,0.018147,0.026586,0.026586,-4.0092,-3.6274,-3.6274,2,1,1,0.401,0.7508,1.2489,0.9012,174.0,0,0
2449,0.023105,0.026007,0.026007,-3.7677,-3.6494,-3.6494,2,1,1,0.406,0.6398,1.2313,0.8978,171.4,0,0
2450,0.019762,0.024675,0.024675,-3.9240,-3.7020,-3.7020,2,1,1,0.412,0.7752,1.2121,0.8914,168.1,0,0
2451,0.020507,0.025530,0.025530,-3.8870,-3.6679,-3.6679,2,1,1,0.416,0.6270,1.2137,0.8882,166.1,0,0
2452,0.016766,0.025065,0.025065,-4.0884,-3.6863,-3.6863,2,1,1,0.412,0.6307,1.2112,0.8842,163.2,0,0
2453,0.016510,0.024064,0.024064,-4.1038,-3.7270,-3.7270,2,1,1,0.412,0.7192,1.1995,0.8782,159.2,0,0
2454,0.013404,0.022259,0.022259,-4.3122,-3.8050,-3.8050,2,1,1,0.421,1.2675,1.1650,0.8682,153.0,0,0
2455,0.010536,0.020318,0.020318,-4.5530,-3.8962,-3.8962,2,0,0,0.388,1.6140,1.1472,0.8540,145.2,1,1
2456,0.010904,0.019719,0.019719,-4.5186,-3.9261,-3.9261,2,0,0,0.416,0.6881,1.1408,0.8399,140.1,0,0
2457,0.009781,0.017933,0.017933,-4.6273,-4.0211,-4.0211,2,0,0,0.462,1.5853,1.0948,0.8225,131.3,0,0
2458,0.011124,0.016977,0.016977,-4.4986,-4.0759,-4.0759,2,0,0,0.488,0.8047,1.0556,0.8044,124.6,0,0
2459,0.010878,0.017181,0.017181,-4.5210,-4.0640,-4.0640,2,0,0,0.493,0.6180,1.0997,0.7890,255.2,0,0
2460,0.008325,0.015839,0.015839,-4.7885,-4.1453,-4.1453,2,0,0,0.516,0.9960,1.0482,0.7714,250.1,0,0
2461,0.008533,0.014274,0.014274,-4.7638,-4.2493,-4.2493,2,0,0,0.570,2.0433,0.9805,0.7513,239.6,0,0
2462,0.008030,0.014160,0.014160,-4.8246,-4.2574,-4.2574,2,0,0,0.571,0.6326,0.9829,0.7331,236.5,0,0
2463,0.011304,0.014939,0.014939,-4.4826,-4.2038,-4.2038,2,0,0,0.545,0.6512,1.0263,0.7194,239.5,0,0
2464,0.011900,0.014281,0.014281,-4.4312,-4.2488,-4.2488,2,0,0,0.554,0.7450,1.0109,0.7053,232.9,0,0
2465,0.012874,0.014520,0.014520,-4.3526,-4.2322,-4.2322,2,0,0,0.544,0.6061,1.0197,0.6937,232.3,0,0
2466,0.012539,0.015964,0.015964,-4.3789,-4.1374,-4.1374,2,0,0,0.500,0.7672,1.0625,0.6881,239.0,0,0
2467,0.014841,0.015789,0.015789,-4.2104,-4.1484,-4.1484,2,0,0,0.513,0.6035,1.0269,0.6830,236.4,0,0
2468,0.012860,0.015714,0.015714,-4.3536,-4.1532,-4.1532,2,0,0,0.519,0.5964,1.0391,0.6785,234.1,0,0
2469,0.009959,0.014771,0.014771,-4.6093,-4.2151,-4.2151,2,0,0,0.553,1.0910,0.9921,0.6718,226.6,0,0
2470,0.010890,0.014565,0.014565,-4.5199,-4.2291,-4.2291,2,0,0,0.560,0.6206,0.9895,0.6654,222.9,0,0
2471,0.016263,0.014149,0.014149,-4.1189,-4.2581,-4.2581,2,0,0,0.561,0.6706,0.9706,0.6587,217.7,0,0
2472,0.019116,0.013837,0.013837,-3.9572,-4.2804,-4.2804,2,0,0,0.571,0.6472,0.9554,0.6520,213.0,0,0
2473,0.017887,0.013538,0.013538,-4.0237,-4.3022,-4.3022,2,0,0,0.586,0.6473,0.9427,0.6453,208.1,0,0
2474,0.016228,0.013121,0.013121,-4.1210,-4.3335,-4.3335,2,0,0,0.604,0.6887,0.9373,0.6383,202.3,0,0
2475,0.018681,0.013161,0.013161,-3.9803,-4.3305,-4.3305,2,0,0,0.601,0.6057,0.9290,0.6325,199.8,0,0
2476,0.016795,0.014317,0.014317,-4.0867,-4.2463,-4.2463,2,0,0,0.562,0.7232,0.9735,0.6317,206.0,0,0
2477,0.017589,0.016211,0.016211,-4.0405,-4.1220,-4.1220,2,0,0,0.503,0.9216,1.0552,0.6381,217.9,0,0
2478,0.016987,0.015228,0.015228,-4.0753,-4.1846,-4.1846,2,0,0,0.526,2.8326,1.0171,0.6408,210.0,0,0
2479,0.021323,0.020622,0.020622,-3.8480,-3.8814,-3.8814,2,1,1,0.406,2.0456,1.1721,0.6629,221.5,1,1
2480,0.030740,0.024611,0.024611,-3.4822,-3.7046,-3.7046,2,1,1,0.406,1.4741,1.2468,0.6972,199.0,0,0
2481,0.023795,0.025276,0.025276,-3.7383,-3.6779,-3.6779,2,1,1,0.404,0.6083,1.2503,0.7304,195.3,0,0
2482,0.025524,0.029562,0.029562,-3.6681,-3.5213,-3.5213,2,1,1,0.368,1.4161,1.2863,0.7750,166.5,0,0
2483,0.028195,0.028925,0.028925,-3.5686,-3.5430,-3.5430,2,1,1,0.373,0.6390,1.2783,0.8123,172.1,0,0
2484,0.021655,0.029908,0.029908,-3.8325,-3.5096,-3.5096,2,1,1,0.360,0.6364,1.3143,0.8488,167.1,0,0
2485,0.019300,0.028912,0.028912,-3.9476,-3.5435,-3.5435,2,1,1,0.389,0.7090,1.2991,0.8777,174.7,0,0
2486,0.021491,0.030965,0.030965,-3.8401,-3.4749,-3.4749,2,2,2,0.342,6.2700,1.3186,0.9101,133.4,1,3
2487,0.019997,0.030824,0.030824,-3.9122,-3.4795,-3.4795,2,1,1,0.348,0.5918,1.3035,0.9382,136.3,1,1
2488,0.018915,0.029725,0.029725,-3.9678,-3.5158,-3.5158,2,1,1,0.351,0.6762,1.3087,0.9593,145.1,0,0
2489,0.022381,0.027886,0.027886,-3.7996,-3.5796,-3.5796,2,1,1,0.345,0.9664,1.3223,0.9721,158.3,0,0
2490,0.017673,0.026037,0.026037,-4.0357,-3.6482,-3.6482,2,1,1,0.375,0.9229,1.3219,0.9774,170.6,0,0
2491,0.015281,0.027263,0.027263,-4.1811,-3.6022,-3.6022,2,1,1,0.368,0.6668,1.3227,0.9861,165.0,0,0
2492,0.013776,0.026585,0.026585,-4.2849,-3.6274,-3.6274,2,1,1,0.371,0.6219,1.3215,0.9916,169.5,0,0
2493,0.013553,0.024414,0.024414,-4.3012,-3.7126,-3.7126,2,1,1,0.393,1.6925,1.2984,0.9896,178.6,0,0
2494,0.013805,0.024704,0.024704,-4.2828,-3.7008,-3.7008,2,1,1,0.400,0.6122,1.2913,0.9888,177.7,0,0
2495,0.010980,0.022699,0.022699,-4.5116,-3.7854,-3.7854,2,1,1,0.428,1.3843,1.2538,0.9817,181.7,0,0
2496,0.014266,0.021523,0.021523,-4.2499,-3.8386,-3.8386,2,1,1,0.406,0.7395,1.2424,0.9717,181.7,0,0
2497,0.015487,0.019464,0.019464,-4.1678,-3.9392,-3.9392,2,1,1,0.416,2.0997,1.1968,0.9562,179.1,0,0
2498,0.013546,0.017464,0.017464,-4.3017,-4.0476,-4.0476,2,1,1,0.420,1.8793,1.1355,0.9360,172.6,0,0
2499,0.013675,0.015544,0.015544,-4.2922,-4.1641,-4.1641,2,0,0,0.436,1.8268,1.0683,0.9117,162.6,1,1
2500,0.014763,0.014072,0.014072,-4.2156,-4.2636,-4.2636,0,0,0,0.488,1.1006,1.0340,0.8851,152.0,0,0
2501,0.011867,0.015209,0.015209,-4.4340,-4.1858,-4.1858,0,0,0,0.482,0.6710,1.0686,0.8653,157.2,0,0
2502,0.016655,0.014522,0.014522,-4.0950,-4.2321,-4.2321,0,0,0,0.517,0.7552,1.0511,0.8453,151.9,0,0
2503,0.015324,0.013726,0.013726,-4.1783,-4.2884,-4.2884,0,0,0,0.515,0.8341,1.0262,0.8248,146.0,0,0
2504,0.014222,0.019477,0.019477,-4.2530,-3.9385,-3.9385,0,1,1,0.395,1.6898,1.1836,0.8269,164.2,1,1
2505,0.016939,0.018215,0.018215,-4.0781,-4.0055,-4.0055,0,1,1,0.415,1.8462,1.1402,0.8245,161.3,0,0
2506,0.021865,0.018309,0.018309,-3.8229,-4.0004,-4.0004,0,1,1,0.417,0.5997,1.1392,0.8231,160.4,0,0
2507,0.025199,0.018397,0.018397,-3.6809,-3.9956,-3.9956,0,1,1,0.438,0.5986,1.1191,0.8224,159.5,0,0
2508,0.028794,0.019369,0.019369,-3.5476,-3.9441,-3.9441,0,1,1,0.466,0.6480,1.1334,0.8255,159.6,0,0
2509,0.025575,0.018477,0.018477,-3.6662,-3.9912,-3.9912,0,1,1,0.430,0.8501,1.1451,0.8254,157.8,0,0
2510,0.019057,0.017441,0.017441,-3.9603,-4.0489,-4.0489,0,1,1,0.429,0.9621,1.1014,0.8218,155.0,0,0
2511,0.016261,0.017017,0.017017,-4.1190,-4.0736,-4.0736,0,1,1,0.437,0.6608,1.0653,0.8173,152.9,0,0
2512,0.016222,0.017106,0.017106,-4.1214,-4.0683,-4.0683,0,0,0,0.434,0.6073,1.0588,0.8140,151.9,1,1
2513,0.019433,0.016188,0.016188,-3.9408,-4.1235,-4.1235,0,0,0,0.479,0.8871,1.0441,0.8079,148.2,0,0
2514,0.016633,0.015910,0.015910,-4.0964,-4.1408,-4.1408,0,0,0,0.484,0.6444,1.0447,0.8017,145.9,0,0
2515,0.018591,0.015057,0.015057,-3.9851,-4.1959,-4.1959,0,0,0,0.510,0.8826,1.0325,0.7932,141.5,0,0
2516,0.018484,0.014468,0.014468,-3.9909,-4.2358,-4.2358,0,0,0,0.519,0.7467,1.0182,0.7838,137.7,0,0
2517,0.016915,0.015107,0.015107,-4.0796,-4.1926,-4.1926,0,0,0,0.505,0.6277,1.0351,0.7780,138.3,0,0
2518,0.017612,0.014013,0.014013,-4.0392,-4.2678,-4.2678,0,0,0,0.542,1.6266,0.9890,0.7689,132.4,0,0
2519,0.017173,0.013702,0.013702,-4.0644,-4.2902,-4.2902,0,0,0,0.572,0.6737,0.9700,0.7599,129.2,0,0
2520,0.016857,0.013711,0.013711,-4.0830,-4.2895,-4.2895,0,0,0,0.578,0.6232,0.9603,0.7522,127.3,0,0
2521,0.015496,0.013407,0.013407,-4.1672,-4.3120,-4.3120,0,0,0,0.593,0.6128,0.9312,0.7444,255.5,0,0
2522,0.015914,0.012795,0.012795,-4.1405,-4.3587,-4.3587,0,0,0,0.614,0.7531,0.9110,0.7353,253.2,0,0
2523,0.014504,0.013413,0.013413,-4.2334,-4.3115,-4.3115,0,0,0,0.589,0.6426,0.9514,0.7299,253.8,0,0
2524,0.013295,0.012985,0.012985,-4.3204,-4.3440,-4.3440,0,0,0,0.605,0.6715,0.9276,0.7238,251.3,0,0
2525,0.013440,0.012410,0.012410,-4.3095,-4.3892,-4.3892,0,0,0,0.619,0.7690,0.8998,0.7162,247.3,0,0
2526,0.013093,0.011633,0.011633,-4.3356,-4.4539,-4.4539,0,0,0,0.622,1.0776,0.8899,0.7065,241.1,0,0
2527,0.012379,0.010949,0.010949,-4.3918,-4.5145,-4.5145,0,0,0,0.626,0.9380,0.8917,0.6953,234.3,0,0
2528,0.010634,0.010101,0.010101,-4.5437,-4.5951,-4.5951,0,0,0,0.658,1.4281,0.8481,0.6820,225.4,0,0
2529,0.009817,0.009632,0.009632,-4.6236,-4.6426,-4.6426,0,0,0,0.648,0.7748,0.8442,0.6683,218.7,0,0
2530,0.010312,0.008760,0.008760,-4.5745,-4.7376,-4.7376,0,0,0,0.667,2.7953,0.8045,0.6524,207.3,0,0
2531,0.011632,0.008239,0.008239,-4.4540,-4.7989,-4.7989,0,0,0,0.689,0.8697,0.7822,0.6361,198.1,0,0
2532,0.012218,0.009030,0.009030,-4.4048,-4.7072,-4.7072,0,0,0,0.633,0.6834,0.8669,0.6253,205.7,0,0
2533,0.014597,0.011060,0.011060,-4.2269,-4.5044,-4.5044,0,0,0,0.573,1.1678,0.9707,0.6251,222.1,0,0
2534,0.014154,0.016727,0.016727,-4.2577,-4.0907,-4.0907,0,1,1,0.401,3.4323,1.2177,0.6512,223.0,1,1
2535,0.013169,0.015738,0.015738,-4.3299,-4.1517,-4.1517,0,1,1,0.391,3.6599,1.1788,0.6705,229.5,0,0
2536,0.014399,0.015810,0.015810,-4.2406,-4.1471,-4.1471,0,1,1,0.416,0.5872,1.1483,0.6885,229.7,0,0
2537,0.012883,0.016208,0.016208,-4.3519,-4.1223,-4.1223,0,1,1,0.411,0.5985,1.1766,0.7068,228.0,0,0
2538,0.014010,0.015229,0.015229,-4.2680,-4.1845,-4.1845,0,1,1,0.412,1.2491,1.1398,0.7191,233.4,0,0
2539,0.017261,0.014184,0.014184,-4.0593,-4.2556,-4.2556,0,0,0,0.421,1.2979,1.0761,0.7258,235.6,1,1
2540,0.017419,0.013051,0.013051,-4.0502,-4.3389,-4.3389,0,0,0,0.459,1.6897,1.0589,0.7270,233.7,0,0
2541,0.016753,0.014658,0.014658,-4.0892,-4.2228,-4.2228,0,0,0,0.419,0.7952,1.1226,0.7358,234.1,0,0
2542,0.019392,0.013578,0.013578,-3.9429,-4.2993,-4.2993,0,0,0,0.465,2.5445,1.0985,0.7391,233.1,0,0
2543,0.023519,0.014115,0.014115,-3.7500,-4.2606,-4.2606,0,0,0,0.428,0.6208,1.1249,0.7449,232.9,0,0
2544,0.023244,0.018089,0.018089,-3.7617,-4.0124,-4.0124,0,1,1,0.387,1.5364,1.2026,0.7688,218.3,1,1
2545,0.023211,0.025303,0.025303,-3.7631,-3.6768,-3.6768,0,2,2,0.418,2.8229,1.2243,0.8230,159.3,1,1
2546,0.019991,0.024535,0.024535,-3.9125,-3.7077,-3.7077,0,1,1,0.367,0.8200,1.2703,0.8672,167.3,1,1
2547,0.020784,0.023328,0.023328,-3.8736,-3.7581,-3.7581,0,2,2,0.356,1.2818,1.2770,0.9008,178.5,1,1
2548,0.023172,0.021842,0.021842,-3.7648,-3.8239,-3.8239,0,1,1,0.364,2.9950,1.2571,0.9240,190.9,1,1
2549,0.020310,0.020487,0.020487,-3.8966,-3.8880,-3.8880,0,1,1,0.372,1.0123,1.2466,0.9386,202.0,0,0
2550,0.019566,0.025542,0.025542,-3.9340,-3.6674,-3.6674,0,2,2,0.388,1.3956,1.2644,0.9732,167.1,1,1
2551,0.022812,0.024207,0.024207,-3.7805,-3.7211,-3.7211,0,1,1,0.363,1.1236,1.2696,0.9977,177.4,1,1
2552,0.023417,0.026526,0.026526,-3.7543,-3.6296,-3.6296,0,2,2,0.406,0.8343,1.2582,1.0287,164.2,1,1
2553,0.029947,0.027980,0.027980,-3.5083,-3.5763,-3.5763,0,2,2,0.391,0.6991,1.2579,1.0615,157.2,0,0
2554,0.038669,0.029514,0.029514,-3.2527,-3.5229,-3.5229,0,2,2,0.401,0.7069,1.2578,1.0958,150.4,0,0
2555,0.035562,0.029885,0.029885,-3.3365,-3.5104,-3.5104,0,2,2,0.391,0.5875,1.2534,1.1266,149.8,0,0
2556,0.032821,0.042083,0.042083,-3.4167,-3.1681,-3.1681,0,2,2,0.475,3.1838,1.2082,1.1991,101.2,0,0
2557,0.031499,0.040860,0.040860,-3.4578,-3.1976,-3.1976,0,2,2,0.463,0.8043,1.2295,1.2551,255.2,0,0
2558,0.036413,0.040592,0.040592,-3.3128,-3.2042,-3.2042,0,2,2,0.471,0.5974,1.2204,1.3007,254.5,0,0
2559,0.031936,0.038855,0.038855,-3.4440,-3.2479,-3.2479,0,2,2,0.433,0.8807,1.2700,1.3323,250.3,0,0
2560,0.037140,0.042700,0.042700,-3.2931,-3.1536,-3.1536,0,2,2,0.438,0.7820,1.2411,1.3710,255.2,0,0
2561,0.035886,0.040667,0.040667,-3.3274,-3.2023,-3.2023,0,2,2,0.430,0.9922,1.2414,1.3958,252.8,0,0
2562,0.043070,0.046169,0.046169,-3.1449,-3.0754,-3.0754,0,2,2,0.449,0.9467,1.2104,1.4328,253.6,0,0
2563,0.041643,0.043583,0.043583,-3.1786,-3.1331,-3.1331,0,2,2,0.412,1.6819,1.2433,1.4546,254.3,0,0
2564,0.043711,0.041512,0.041512,-3.1302,-3.1818,-3.1818,0,2,2,0.396,0.8705,1.2633,1.4652,252.1,0,0
2565,0.051414,0.045585,0.045585,-2.9678,-3.0882,-3.0882,0,2,2,0.402,0.7803,1.2520,1.4846,253.2,0,0
2566,0.058882,0.047435,0.047435,-2.8322,-3.0484,-3.0484,0,2,2,0.399,0.6299,1.2414,1.5047,251.9,0,0
2567,0.055989,0.056630,0.056630,-2.8826,-2.8712,-2.8712,0,2,2,0.406,1.3716,1.1862,1.5453,235.3,0,0
2568,0.056327,0.053825,0.053825,-2.8766,-2.9220,-2.9220,0,2,2,0.411,1.6385,1.1979,1.5694,242.3,0,0
2569,0.048064,0.050587,0.050587,-3.0352,-2.9841,-2.9841,0,2,2,0.387,2.0479,1.2266,1.5790,248.1,0,0
2570,0.051705,0.060008,0.060008,-2.9622,-2.8133,-2.8133,0,2,2,0.401,1.2534,1.1957,1.6089,228.5,0,0
2571,0.058399,0.056881,0.056881,-2.8405,-2.8668,-2.8668,0,2,2,0.396,1.3408,1.2401,1.6237,236.4,0,0
2572,0.067031,0.054048,0.054048,-2.7026,-2.9179,-2.9179,0,2,2,0.415,0.9027,1.2516,1.6268,242.0,0,0
2573,0.060428,0.059505,0.059505,-2.8063,-2.8217,-2.8217,0,2,2,0.435,0.8440,1.2163,1.6400,231.2,0,0
2574,0.053512,0.055770,0.055770,-2.9279,-2.8865,-2.8865,0,2,2,0.420,1.7852,1.2608,1.6398,238.7,0,0
2575,0.049683,0.065443,0.065443,-3.0021,-2.7266,-2.7266,0,2,2,0.413,1.1995,1.2031,1.6591,217.5,0,0
2576,0.048363,0.064907,0.064907,-3.0290,-2.7348,-2.7348,0,2,2,0.432,0.5832,1.2005,1.6714,219.3,0,0
2577,0.047248,0.061722,0.061722,-3.0523,-2.7851,-2.7851,0,2,2,0.453,0.9168,1.2089,1.6721,226.6,0,0
2578,0.047038,0.057855,0.057855,-3.0568,-2.8498,-2.8498,0,2,2,0.450,1.1303,1.2279,1.6620,233.4,0,0
2579,0.047671,0.053353,0.053353,-3.0434,-2.9308,-2.9308,0,2,2,0.446,1.5633,1.2335,1.6416,237.5,0,0
2580,0.051499,0.053865,0.053865,-2.9662,-2.9213,-2.9213,0,2,2,0.450,0.6089,1.2306,1.6231,236.3,0,0
2581,0.068238,0.058117,0.058117,-2.6847,-2.8453,-2.8453,0,2,2,0.490,0.7481,1.1975,1.6138,231.6,0,0
2582,0.081552,0.061076,0.061076,-2.5065,-2.7956,-2.7956,0,2,2,0.479,0.6829,1.2081,1.6098,227.1,0,0
2583,0.096301,0.066923,0.066923,-2.3403,-2.7042,-2.7042,0,2,2,0.492,0.8786,1.1766,1.6157,216.5,0,0
2584,0.107686,0.063411,0.063411,-2.2285,-2.7581,-2.7581,0,2,2,0.486,1.0345,1.1982,1.6116,222.6,0,0
2585,0.074847,0.067429,0.067429,-2.5923,-2.6967,-2.6967,0,2,2,0.503,0.7386,1.1625,1.6136,215.3,0,0
2586,0.079314,0.069067,0.069067,-2.5343,-2.6727,-2.6727,0,2,2,0.496,0.6199,1.1592,1.6160,212.2,0,0
2587,0.079132,0.072209,0.072209,-2.5366,-2.6282,-2.6282,0,2,2,0.516,0.6902,1.1279,1.6215,206.1,0,0
2588,0.088564,0.071108,0.071108,-2.4240,-2.6436,-2.6436,0,2,2,0.513,0.5911,1.1266,1.6219,208.0,0,0
2589,0.083285,0.080292,0.080292,-2.4855,-2.5221,-2.5221,0,2,2,0.528,1.1114,1.0705,1.6360,191.1,0,0
2590,0.078170,0.075842,0.075842,-2.5489,-2.5791,-2.5791,0,2,2,0.529,3.0133,1.0950,1.6377,198.4,0,0
2591,0.057937,0.075707,0.075707,-2.8484,-2.5809,-2.5809,0,2,2,0.515,0.5860,1.1124,1.6365,198.4,0,0
2592,0.043069,0.072051,0.072051,-3.1449,-2.6304,-2.6304,0,2,2,0.476,0.8090,1.1673,1.6270,203.8,0,0
2593,0.043243,0.071382,0.071382,-3.1409,-2.6397,-2.6397,0,2,2,0.461,0.5938,1.1751,1.6156,204.1,0,0
2594,0.046159,0.067120,0.067120,-3.0757,-2.7013,-2.7013,0,2,2,0.463,0.9213,1.1904,1.5969,208.5,0,0
2595,0.045747,0.065990,0.065990,-3.0846,-2.7183,-2.7183,0,2,2,0.448,0.6063,1.2128,1.5770,208.7,0,0
2596,0.038037,0.062135,0.062135,-3.2692,-2.7784,-2.7784,0,2,2,0.443,0.8258,1.2438,1.5518,210.0,0,0
2597,0.042674,0.058818,0.058818,-3.1542,-2.8333,-2.8333,0,2,2,0.429,0.7470,1.2550,1.5231,209.0,0,0
2598,0.036142,0.054313,0.054313,-3.3203,-2.9130,-2.9130,0,2,2,0.408,1.0164,1.2776,1.4894,204.9,0,0
2599,0.036342,0.048909,0.048909,-3.3148,-3.0178,-3.0178,0,2,2,0.386,2.1448,1.2704,1.4499,195.4,0,0
2600,0.045075,0.043640,0.043640,-3.0994,-3.1318,-3.1318,0,1,1,0.383,1.7960,1.2621,1.4055,180.6,1,1
2601,0.044051,0.049053,0.049053,-3.1224,-3.0148,-3.0148,0,2,2,0.373,0.7785,1.2743,1.3746,192.7,1,1
2602,0.046463,0.045352,0.045352,-3.0691,-3.0933,-3.0933,0,1,1,0.366,1.0184,1.2925,1.3404,182.6,1,1
2603,0.050947,0.040866,0.040866,-2.9770,-3.1975,-3.1975,0,1,1,0.391,2.3146,1.2837,1.3020,167.9,0,0
2604,0.068451,0.050520,0.050520,-2.6816,-2.9854,-2.9854,0,2,2,0.352,1.1117,1.3034,1.2840,191.4,1,1
2605,0.066612,0.055387,0.055387,-2.7089,-2.8934,-2.8934,0,2,2,0.363,0.8151,1.3111,1.2759,196.2,0,0
2606,0.070158,0.052986,0.052986,-2.6570,-2.9377,-2.9377,0,2,2,0.352,0.7329,1.3236,1.2640,192.7,0,0
2607,0.074097,0.054829,0.054829,-2.6024,-2.9035,-2.9035,0,2,2,0.359,0.6368,1.3229,1.2561,193.3,0,0
2608,0.068307,0.053878,0.053878,-2.6837,-2.9210,-2.9210,0,2,2,0.358,0.6030,1.3227,1.2470,191.3,0,0
2609,0.079560,0.049671,0.049671,-2.5312,-3.0023,-3.0023,0,2,2,0.342,3.5497,1.3208,1.2313,185.4,0,0
2610,0.079935,0.068306,0.068306,-2.5265,-2.6838,-2.6838,0,2,2,0.431,2.0939,1.2576,1.2484,186.4,0,0
2611,0.090138,0.074182,0.074182,-2.4064,-2.6012,-2.6012,0,2,2,0.426,0.9033,1.2415,1.2721,178.7,0,0
2612,0.067868,0.079041,0.079041,-2.6902,-2.5378,-2.5378,0,2,2,0.426,0.8241,1.2209,1.2993,171.2,0,0
2613,0.072609,0.092357,0.092357,-2.6227,-2.3821,-2.3821,0,2,2,0.434,1.5892,1.1526,1.3425,150.1,0,0
2614,0.073613,0.088332,0.088332,-2.6089,-2.4267,-2.4267,0,2,2,0.407,1.0256,1.1877,1.3717,156.3,0,0
2615,0.080970,0.084723,0.084723,-2.5137,-2.4684,-2.4684,0,2,2,0.361,0.7592,1.2199,1.3899,161.7,0,0
2616,0.069952,0.079062,0.079062,-2.6599,-2.5375,-2.5375,0,2,2,0.380,2.0727,1.2466,1.3958,169.6,0,0
2617,0.082732,0.073130,0.073130,-2.4921,-2.6155,-2.6155,0,2,2,0.367,1.4252,1.2806,1.3912,176.5,0,0
2618,0.073983,0.066450,0.066450,-2.6039,-2.7113,-2.7113,0,2,2,0.353,2.4751,1.3040,1.3763,181.1,0,0
2619,0.070921,0.064566,0.064566,-2.6462,-2.7401,-2.7401,0,2,2,0.360,0.6318,1.2998,1.3597,180.5,0,0
2620,0.082083,0.058026,0.058026,-2.5000,-2.8469,-2.8469,0,1,1,0.365,2.6931,1.2988,1.3348,178.6,1,1
2621,0.089463,0.069992,0.069992,-2.4139,-2.6594,-2.6594,0,2,2,0.372,1.1137,1.2774,1.3296,175.2,1,1
2622,0.085833,0.072019,0.072019,-2.4553,-2.6308,-2.6308,0,2,2,0.376,0.6483,1.2696,1.3270,172.8,0,0
2623,0.084529,0.066772,0.066772,-2.4707,-2.7065,-2.7065,0,1,1,0.353,1.3185,1.2844,1.3165,174.9,1,1
2624,0.086961,0.060905,0.060905,-2.4423,-2.7984,-2.7984,0,1,1,0.371,2.6576,1.3023,1.2981,174.4,0,0
2625,0.100418,0.058902,0.058902,-2.2984,-2.8319,-2.8319,0,1,1,0.367,0.6368,1.3026,1.2784,172.3,0,0
2626,0.098997,0.059419,0.059419,-2.3127,-2.8231,-2.8231,0,1,1,0.385,0.6178,1.3007,1.2612,170.8,0,0
2627,0.083592,0.070889,0.070889,-2.4818,-2.6466,-2.6466,0,2,2,0.347,1.2198,1.2824,1.2620,167.7,1,1
2628,0.066708,0.066047,0.066047,-2.7074,-2.7174,-2.7174,0,1,1,0.355,1.3379,1.2872,1.2551,168.9,1,1
2629,0.065268,0.072452,0.072452,-2.7292,-2.6248,-2.6248,0,2,2,0.368,0.8805,1.2688,1.2575,164.3,1,1
2630,0.084006,0.083619,0.083619,-2.4769,-2.4815,-2.4815,0,2,2,0.394,1.2672,1.2237,1.2744,152.4,0,0
